Date,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
2023-04-01,-1.4232,-3.1472,-1.0099,-2.4148,0.5442,2.0183
2023-05-01,1.7445,-1.2929,-3.0766,1.3237,-1.9004,2.5121
2023-06-01,6.3019,9.0433,9.8299,5.7553,7.213,6.7674
2023-07-01,6.2848,7.4705,7.0156,4.4446,4.646,2.5646
2023-08-01,-8.4924,-4.1769,-4.045,-3.0914,-2.5408,-0.7004
2023-09-01,-7.8652,-5.7381,-3.1327,-4.154,-3.859,-5.1918
2023-10-01,-9.2832,-4.9194,-5.3298,-3.004,-2.8145,-2.0094
2023-11-01,11.2635,9.1032,7.4998,12.6716,8.636,8.8111
2023-12-01,13.9454,13.4681,10.6625,6.4613,6.2431,3.6673
2024-01-01,-4.9376,-4.222,-3.8058,1.7051,1.0483,1.8927
2024-02-01,6.9658,2.4663,3.9559,6.25,5.7885,5.2953
2024-03-01,1.339,3.9774,3.584,2.0254,4.5477,2.7253
2024-04-01,-7.8876,-5.6795,-7.3707,-6.3833,-2.8844,-3.95
2024-05-01,4.8287,4.9645,5.5062,1.3574,3.7164,6.6291
2024-06-01,-1.4071,-1.0508,-4.5358,0.7792,1.9971,4.9249
2024-07-01,9.4758,11.5082,10.812,1.2172,2.6589,0.3212
2024-08-01,-1.3956,-2.0155,-1.6824,0.8345,1.6298,2.8311
2024-09-01,0.4326,0.6823,1.7392,3.4629,1.839,2.2338
2024-10-01,-0.927,-0.9125,-1.7051,-0.04,1.1022,-2.0235
2024-11-01,11.101,13.4632,11.9445,10.6343,8.508,4.5556
2024-12-01,-7.4928,-7.6353,-8.5475,-5.7753,-3.5414,-1.0837
