SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
0.052129,0.046643,0.07496,0.054928,0.043247,0.054789000000000004
-0.021793,-0.018347,-0.002506,-0.055601000000000005,-0.030024000000000002,-0.007178
0.09954800000000001,0.08743600000000001,0.094069,0.051483,0.046797000000000005,0.057866
-0.055487,-0.056368999999999995,-0.05041,-0.047477,-0.028925,-0.02343
-0.071503,-0.055123,-0.031498,-0.016814,-0.021315,-0.0059830000000000005
-0.025086,-0.054018,-0.06471,-0.08552799999999999,-0.071624,-0.080231
0.030771000000000003,0.039155,0.031004,0.08803100000000001,0.069487,0.041988000000000004
-0.027481,-0.014790000000000001,-0.040219,-0.0019320000000000001,0.008666,-0.009172
-0.17038599999999998,-0.145664,-0.175565,-0.09038700000000001,-0.093362,-0.09797499999999999
-0.108505,-0.096092,-0.100646,-0.041504000000000006,-0.046846,-0.073474
-0.081854,-0.069265,-0.06812,-0.039914,-0.050776,-0.051124
0.054608,0.069849,0.08409599999999999,0.085383,0.09440699999999999,0.050788
0.063246,0.064707,0.06994600000000001,0.048096,0.045487,0.052648
0.14066900000000002,0.113691,0.132037,0.039374,0.021179,0.05405
-0.07811799999999999,-0.051416,-0.053542,-0.017997,-0.014919,-0.008336
-0.003179,0.02059,0.024516,0.050099,0.057448,0.053724999999999995
0.081457,0.090719,0.091304,0.060963,0.062321,0.056466
0.138562,0.118428,0.104257,0.045270000000000005,0.045339,0.039683
0.038686,0.030825,0.047754000000000005,0.016906,0.008842,0.020164
0.055839,0.058491999999999995,0.077519,0.036728000000000004,0.033693,0.051365
0.045493,0.032415,0.026503000000000002,0.046944,0.028388,0.036526
-0.053074,-0.049441,-0.040083,-0.050061,-0.030574,-0.035113
-0.024274,-0.014862,0.005337,-0.001343,0.010754999999999999,-0.00037600000000000003
-0.065324,-0.049431,-0.055362,-0.044751000000000006,-0.037243,-0.041925
0.050711000000000006,0.043453,0.047611,0.053349,0.03376,0.047874
-0.023136,0.00207,0.009026,-0.016024,-0.008066,0.0029549999999999997
-0.073127,-0.039897,-0.05486,-0.046252,-0.040787000000000004,-0.032143000000000005
-0.040037,-0.026088,-0.024038,-0.019408,-0.001147,0.013312
0.12449500000000001,0.116676,0.12571300000000002,0.10240500000000001,0.08002700000000001,0.09314399999999999
0.118256,0.067295,0.075767,0.02659,0.004858,0.035333
0.038002,0.030306000000000003,0.041338,0.017203,0.021377,0.046097
0.0022,-0.001719,0.010161,-0.00747,0.005959,0.017225
0.006242999999999999,0.009598,0.006138,0.016778,-0.00136,0.008475
-0.028315999999999997,-0.013523,-0.014336,0.002266,0.008987,0.035084
-0.032275,-0.03318,-0.029899,-0.041301,-0.027984,-0.005986
-0.029123999999999997,-0.028668999999999997,-0.048963,-0.031763,-0.007784999999999999,0.010785
0.011698,0.015312,0.006006,0.058291,0.049142,0.024779
-0.042733999999999994,-0.028144,-0.024089,-0.019025,-0.002404,-0.00409
-0.018183,-0.006745,-0.018399000000000002,0.009590999999999999,0.019622,0.006737999999999999
0.053259999999999995,0.051648,0.057328000000000004,0.076144,0.063763,0.033105
